Gene	sgRNA	E0_Low|beta	E0_Low|z	E0_Low|p-value	E0_Low|fdr	E0_Low|wald-p-value	E0_Low|wald-fdr	E0_High|beta	E0_High|z	E0_High|p-value	E0_High|fdr	E0_High|wald-p-value	E0_High|wald-fdr	E50_Low|beta	E50_Low|z	E50_Low|p-value	E50_Low|fdr	E50_Low|wald-p-value	E50_Low|wald-fdr	E50_High|beta	E50_High|z	E50_High|p-value	E50_High|fdr	E50_High|wald-p-value	E50_High|wald-fdr	E100_Low|beta	E100_Low|z	E100_Low|p-value	E100_Low|fdr	E100_Low|wald-p-value	E100_Low|wald-fdr	E100_High|beta	E100_High|z	E100_High|p-value	E100_High|fdr	E100_High|wald-p-value	E100_High|wald-fdr	EC100_Low|beta	EC100_Low|z	EC100_Low|p-value	EC100_Low|fdr	EC100_Low|wald-p-value	EC100_Low|wald-fdr	EC100_High|beta	EC100_High|z	EC100_High|p-value	EC100_High|fdr	EC100_High|wald-p-value	EC100_High|wald-fdr
ZNF468_P1P2	5	-0.11482	-0.28306	0.41236	0.83703	0.77713	0.99959	-0.26044	-0.63945	0.074791	0.39846	0.52253	0.99985	-0.20959	-0.51154	0.26509	0.74756	0.60898	0.9363	-0.32462	-0.77093	0.029165	0.28056	0.44075	0.99956	-0.23665	-0.58082	0.12388	0.50471	0.56136	0.99993	-0.21038	-0.5199	0.11955	0.46205	0.60313	1	-0.37191	-0.90258	0.011262	0.10541	0.36675	1	-0.37976	-0.92846	0.010396	0.096774	0.35317	0.9992
ZNF283_P1P2	5	0.27325	1.455	0.11782	0.50746	0.14566	0.99092	0.23501	1.2512	0.14814	0.54866	0.21087	0.99985	0.070226	0.37199	0.85764	0.98836	0.7099	0.96327	0.2049	1.0758	0.17586	0.61485	0.282	0.99956	0.16839	0.89544	0.2134	0.62793	0.37055	0.99993	0.27239	1.453	0.062085	0.33282	0.14621	1	0.15455	0.81965	0.26249	0.66814	0.41241	1	0.24622	1.311	0.081144	0.38759	0.18986	0.9992
POLR1C_P1	5	-0.02762	-0.10596	0.75888	0.95245	0.91561	0.99959	-0.22201	-0.85012	0.12879	0.51561	0.39526	0.99985	0.25759	0.98908	0.29281	0.76069	0.32263	0.8323	-0.31606	-1.1933	0.034075	0.30649	0.23275	0.99956	0.38039	1.4646	0.010973	0.12583	0.14302	0.99993	-0.43481	-1.6636	0.0011551	0.016461	0.096187	1	0.31424	1.2073	0.028588	0.20975	0.22733	1	-0.36518	-1.3958	0.014438	0.12987	0.16276	0.9992
SOX5_ENST00000309359.1	5	-0.28324	-1.6253	0.085186	0.45315	0.10411	0.99092	-0.37639	-2.1585	0.012417	0.13608	0.030886	0.99985	-0.2835	-1.6239	0.15074	0.60839	0.1044	0.57054	-0.19596	-1.1147	0.16431	0.59623	0.26497	0.99956	0.018763	0.10788	0.85706	0.97153	0.91409	0.99993	-0.34183	-1.9631	0.01415	0.14203	0.04964	1	-0.1659	-0.9513	0.22408	0.64132	0.34145	1	-0.24481	-1.4054	0.095004	0.42179	0.15991	0.9992
HIST2H2AA4_P1P2	5	-0.018876	-0.1126	0.79324	0.95729	0.91035	0.99959	-0.2335	-1.3916	0.11349	0.48762	0.16403	0.99985	-0.20512	-1.2212	0.27375	0.75178	0.22203	0.74217	-0.14718	-0.87196	0.2827	0.71932	0.38323	0.99956	-0.22187	-1.3221	0.14698	0.54584	0.18612	0.99993	-0.017352	-0.10357	0.9177	0.98329	0.91751	1	0.096638	0.57623	0.47993	0.82417	0.56446	1	-0.14901	-0.88844	0.30436	0.72677	0.3743	0.9992
ZNF805_P1P2	5	-0.070742	-0.20948	0.56425	0.88959	0.83407	0.99959	-0.20896	-0.61742	0.14669	0.54682	0.53696	0.99985	-0.25753	-0.7568	0.18539	0.66769	0.44917	0.89652	0.2027	0.59303	0.18106	0.61765	0.55316	0.99956	0.062728	0.18619	0.62749	0.89021	0.85229	0.99993	-0.12689	-0.37656	0.35865	0.74864	0.7065	1	-0.17026	-0.50122	0.2134	0.63613	0.61622	1	-0.25266	-0.74582	0.084897	0.39569	0.45578	0.9992
TCEB3B_P1P2	5	-0.10169	-0.62199	0.45163	0.8487	0.53395	0.99959	0.16452	1.0105	0.30003	0.73479	0.31227	0.99985	0.16186	0.99093	0.54461	0.90165	0.32172	0.83205	-0.086843	-0.52474	0.50448	0.84884	0.59976	0.99956	-0.052971	-0.32419	0.75137	0.93207	0.7458	0.99993	0.064696	0.3976	0.61854	0.90859	0.69092	1	-0.10502	-0.64046	0.42911	0.79678	0.52187	1	0.18788	1.1543	0.18423	0.58356	0.24839	0.9992
RBM8A_P1P2	5	0.88443	1.2397	0	0	0.2151	0.99092	0.29176	0.40169	0.077967	0.40541	0.68791	0.99985	-0.82255	-1.0969	0.00057753	0.014184	0.27267	0.79734	-0.21332	-0.28416	0.13081	0.54382	0.77629	0.99956	-0.49881	-0.67181	0.0023101	0.039604	0.5017	0.99993	-0.22336	-0.30423	0.10222	0.42995	0.76095	1	0.9867	1.3787	0	0	0.16798	1	-0.845	-1.1308	0	0	0.25815	0.9992
BMP4_P2	5	0.1518	0.77485	0.42506	0.83776	0.43843	0.99959	-0.11902	-0.60552	0.40283	0.79578	0.54483	0.99985	0.092238	0.46915	0.77621	0.97414	0.63896	0.94641	0.13993	0.70428	0.35865	0.77722	0.48126	0.99956	0.18384	0.93865	0.18163	0.6	0.34791	0.99993	0.031419	0.16047	0.79873	0.95931	0.87251	1	0.14917	0.75937	0.27808	0.68079	0.44763	1	0.068806	0.35093	0.62778	0.89446	0.72564	0.9992
BCL11B_P1P2	5	-0.44022	-1.2086	0.011839	0.12424	0.22681	0.99092	-0.25904	-0.71275	0.076523	0.40242	0.476	0.99985	-0.24307	-0.66731	0.20531	0.69029	0.50457	0.91763	-0.39092	-1.0641	0.0095293	0.1336	0.28729	0.99956	-0.18727	-0.51548	0.21282	0.62793	0.60622	0.99993	-0.1878	-0.51797	0.16373	0.54493	0.60448	1	-0.017992	-0.049515	0.87237	0.98441	0.96051	1	-0.2913	-0.8012	0.050534	0.30769	0.42302	0.9992
PRMT6_P1P2	5	-0.0039712	-0.015886	0.86543	0.97249	0.98733	0.99959	-0.2942	-1.169	0.04678	0.30857	0.24241	0.99985	-0.13317	-0.52821	0.44239	0.86318	0.59735	0.9335	-0.091634	-0.35663	0.48455	0.84161	0.72137	0.99956	-0.25444	-1.0112	0.094138	0.43525	0.31194	0.99993	0.071744	0.28854	0.58302	0.89218	0.77293	1	-0.05474	-0.21759	0.66561	0.91954	0.82775	1	0.22378	0.90007	0.11146	0.46172	0.36808	0.9992
TCEAL7_P1P2	5	-0.20344	-1.2134	0.1903	0.63671	0.22497	0.99092	-0.17308	-1.0333	0.23015	0.65813	0.30145	0.99985	-0.0037901	-0.022606	0.87208	0.98836	0.98196	0.99846	-0.097324	-0.57079	0.46491	0.84161	0.56814	0.99956	-0.25308	-1.5079	0.096448	0.44238	0.13158	0.99993	0.011009	0.066059	0.91972	0.98394	0.94733	1	-0.14089	-0.83822	0.29021	0.69167	0.40191	1	0.097281	0.58324	0.49726	0.84702	0.55973	0.9992
RIPK2_P1P2	5	0.22295	0.97348	0.21831	0.66871	0.33032	0.99959	-0.19138	-0.83026	0.18741	0.61864	0.40639	0.99985	-0.14692	-0.63525	0.40687	0.8488	0.52527	0.91823	0.086178	0.36939	0.5862	0.89156	0.71184	0.99956	-0.16658	-0.72255	0.26278	0.68601	0.46996	0.99993	0.20455	0.8951	0.1337	0.49572	0.37073	1	0.017822	0.077293	0.92117	0.98912	0.93839	1	0.068743	0.29953	0.62778	0.89446	0.76454	0.9992
FOXA2_P1P2	5	-0.34511	-2.3445	0.040427	0.29106	0.019051	0.99092	-0.088718	-0.60338	0.53537	0.87124	0.54626	0.99985	-0.15029	-1.021	0.3985	0.8384	0.30726	0.81634	-0.20252	-1.3694	0.15131	0.57582	0.17088	0.99956	-0.2003	-1.3616	0.18856	0.60648	0.17333	0.99993	-0.23973	-1.6304	0.079988	0.37534	0.10302	1	-0.052557	-0.35719	0.67456	0.92085	0.72095	1	0.055463	0.37737	0.70719	0.92569	0.7059	0.9992
GCLC_P1P2	5	0.17921	0.84352	0.33555	0.77882	0.39894	0.99959	0.19746	0.92967	0.21629	0.64292	0.35254	0.99985	-0.0024371	-0.011438	0.87727	0.98836	0.99087	0.99846	0.14231	0.66398	0.35172	0.77333	0.5067	0.99956	0.11865	0.55821	0.38695	0.7795	0.5767	0.99993	0.13802	0.65013	0.30436	0.70407	0.51561	1	0.16087	0.75603	0.24545	0.65512	0.44963	1	0.17514	0.82445	0.21369	0.62606	0.40969	0.9992
EGF_P1P2	5	-0.087695	-0.64714	0.50188	0.87294	0.51754	0.99959	-0.17123	-1.263	0.23592	0.66694	0.20658	0.99985	-0.12931	-0.95243	0.45077	0.8677	0.34088	0.84456	-0.073046	-0.53485	0.57118	0.887	0.59275	0.99956	0.07677	0.56711	0.55992	0.85721	0.57064	0.99993	-0.031031	-0.22933	0.84031	0.97057	0.81861	1	0.11138	0.82191	0.41294	0.78185	0.41113	1	0.11285	0.83396	0.43228	0.81433	0.4043	0.9992
RBM34_P1P2	5	0.15771	1.1211	0.40745	0.8359	0.26225	0.99092	-0.11889	-0.84453	0.40283	0.79578	0.39837	0.99985	0.036543	0.25952	0.9795	0.99648	0.79524	0.97691	-0.1475	-1.042	0.28155	0.7185	0.29741	0.99956	-0.071255	-0.50617	0.66012	0.90467	0.61273	0.99993	-0.087632	-0.62282	0.53393	0.87136	0.53341	1	-0.0017725	-0.012586	0.96362	0.99257	0.98996	1	0.049172	0.34946	0.73953	0.93672	0.72674	0.9992
ZNF507_P1P2	5	0.19694	0.56804	0.28155	0.72599	0.57001	0.99959	0.19698	0.5685	0.21744	0.645	0.5697	0.99985	0.15043	0.43126	0.5836	0.91655	0.66628	0.95196	0.22306	0.62834	0.13688	0.55297	0.52978	0.99956	0.10242	0.29468	0.45077	0.80459	0.76824	0.99993	-0.34825	-0.99487	0.012417	0.12913	0.3198	1	-0.059669	-0.17008	0.64222	0.9141	0.86495	1	0.28346	0.81956	0.04678	0.29455	0.41247	0.9992
ZNF479_P1P2	5	-0.047582	-0.29431	0.66388	0.92335	0.76852	0.99959	-0.17711	-1.0953	0.22004	0.65017	0.2734	0.99985	-0.096677	-0.59766	0.54808	0.90165	0.55007	0.92089	0.096117	0.59323	0.53855	0.87068	0.55303	0.99956	0.23007	1.4237	0.099625	0.44689	0.15454	0.99993	0.077737	0.48106	0.55212	0.87666	0.63047	1	0.11234	0.69483	0.40889	0.77888	0.48716	1	0.19108	1.1824	0.17586	0.56969	0.23705	0.9992
AICDA_P1P2	5	-0.22133	-0.95088	0.15738	0.5785	0.34167	0.99959	-0.2611	-1.1215	0.073924	0.39722	0.26208	0.99985	0.061726	0.26548	0.88565	0.98836	0.79064	0.97565	0.056648	0.24154	0.74184	0.95007	0.80913	0.99956	-0.12555	-0.54	0.40139	0.78769	0.5892	0.99993	-0.10989	-0.47392	0.42391	0.79653	0.63556	1	-0.12843	-0.55097	0.33497	0.72409	0.58166	1	-0.34037	-1.4603	0.021946	0.18009	0.1442	0.9992
ZFHX4_P1P2	5	0.10407	0.59058	0.6145	0.90948	0.5548	0.99959	0.2025	1.1494	0.20849	0.6393	0.25037	0.99985	0.41162	2.3363	0.078256	0.44137	0.019473	0.3024	0.34741	1.9678	0.032631	0.3	0.04909	0.99956	0.085735	0.4865	0.52209	0.841	0.62661	0.99993	-0.0084098	-0.047729	0.96766	0.99584	0.96193	1	-0.033111	-0.18774	0.77621	0.94848	0.85108	1	-0.065028	-0.3689	0.63615	0.89772	0.7122	0.9992
ZNF730_P1P2	5	0.083005	0.62046	0.71556	0.93864	0.53495	0.99959	0.1143	0.85462	0.46203	0.83247	0.39276	0.99985	0.098381	0.73476	0.75599	0.97323	0.46249	0.89753	-0.16071	-1.1927	0.24459	0.68468	0.23297	0.99956	-0.042504	-0.31752	0.80537	0.95546	0.75085	0.99993	-0.010637	-0.079537	0.95668	0.99133	0.93661	1	-0.011982	-0.089436	0.90644	0.98897	0.92874	1	0.071702	0.53599	0.61421	0.89033	0.59196	0.9992
ZEB1_P2	5	0.11303	0.28164	0.57609	0.89102	0.77822	0.99959	-0.17539	-0.43496	0.22322	0.65316	0.66359	0.99985	-0.12045	-0.29774	0.47704	0.87932	0.7659	0.97136	-0.18136	-0.44148	0.19607	0.64238	0.65887	0.99956	-0.20855	-0.51652	0.17095	0.58788	0.60549	0.99993	-0.22405	-0.5566	0.10107	0.42945	0.5778	1	0.019957	0.049465	0.90962	0.98912	0.96055	1	-0.21285	-0.52743	0.13947	0.50208	0.5979	0.9992
DROSHA_P1P2	5	-0.65674	-0.73606	0.00057753	0.0097087	0.46169	0.99959	1.0832	1.2602	0	0	0.2076	0.99985	-1.8192	-1.9594	0	0	0.05007	0.44548	0.45956	0.5182	0.01877	0.21812	0.60432	0.99956	-0.29183	-0.33003	0.058331	0.35315	0.74138	0.99993	0.44619	0.51458	0.022235	0.1925	0.60684	1	-0.38419	-0.43142	0.0098181	0.094708	0.66616	1	0.49836	0.57369	0.00028877	0.0045455	0.56618	0.9992
UBTF_P1P2	5	0.071311	0.45239	0.76899	0.95426	0.65099	0.99959	-0.0029166	-0.018498	0.98383	0.99824	0.98524	0.99985	-0.28375	-1.7937	0.15045	0.60839	0.072856	0.50248	0.020715	0.13051	0.93329	0.98723	0.89617	0.99956	-0.049668	-0.31488	0.76494	0.93909	0.75285	0.99993	-0.038153	-0.24211	0.79584	0.9593	0.80869	1	0.21555	1.3671	0.1259	0.50286	0.1716	1	-0.079692	-0.50522	0.56974	0.87307	0.6134	0.9992
GSG2_P1P2	5	0.39236	1.571	0.023101	0.19802	0.11619	0.99092	0.39559	1.5841	0.019636	0.184	0.11318	0.99985	0.047036	0.18783	0.93965	0.98846	0.85101	0.98627	0.23898	0.95123	0.11118	0.5	0.34149	0.99956	0.34856	1.3953	0.01646	0.16864	0.16293	0.99993	0.17615	0.70515	0.19203	0.58333	0.48072	1	0.28066	1.1222	0.048224	0.2984	0.26178	1	0.37975	1.5206	0.0054866	0.058642	0.12837	0.9992
CREB3L4_P1P2	5	-0.23832	-1.0217	0.13168	0.5371	0.30693	0.99092	-0.17498	-0.75134	0.22466	0.65417	0.45245	0.99985	0.034061	0.14621	0.98845	0.99709	0.88375	0.99018	0.10356	0.43961	0.50245	0.84837	0.66022	0.99956	-0.057495	-0.24725	0.72856	0.92587	0.80472	0.99993	-0.1027	-0.44268	0.46174	0.82229	0.658	1	0.01388	0.059562	0.94282	0.98912	0.9525	1	0.065243	0.28132	0.65175	0.90335	0.77847	0.9992
ARID1A_P1P2	5	0.064479	0.37976	0.79931	0.95812	0.70413	0.99959	-0.28134	-1.654	0.056598	0.34507	0.098129	0.99985	0.15172	0.89305	0.57811	0.91583	0.37183	0.86539	-0.32054	-1.8684	0.030898	0.29235	0.0617	0.99956	-0.029885	-0.17592	0.87179	0.97797	0.86036	0.99993	0.10889	0.6419	0.41178	0.78567	0.52094	1	-0.12551	-0.73757	0.34796	0.73333	0.46077	1	-0.12228	-0.71957	0.39994	0.79919	0.47179	0.9992
DUXA_ENST00000554048.2	5	-0.22918	-1.5514	0.14178	0.5486	0.1208	0.99092	-0.25051	-1.6958	0.086053	0.41795	0.089919	0.99985	-0.36467	-2.4648	0.075946	0.43328	0.013708	0.26825	-0.17464	-1.1767	0.21398	0.66342	0.23931	0.99956	-0.11648	-0.78881	0.44124	0.80459	0.43022	0.99993	0.067073	0.45467	0.60526	0.90448	0.64935	1	-0.0042997	-0.029108	0.9486	0.99005	0.97678	1	-0.036951	-0.25031	0.78487	0.95437	0.80235	0.9992
IKZF1_P1P2	5	-0.37472	-1.8329	0.026855	0.22038	0.066814	0.99092	0.23044	1.1313	0.15853	0.56517	0.25793	0.99985	-0.46009	-2.2454	0.030898	0.28232	0.02474	0.34969	0.12604	0.61464	0.41351	0.81829	0.5388	0.99956	-0.17754	-0.86951	0.2339	0.65165	0.38457	0.99993	0.0016663	0.008177	0.97459	0.99617	0.99348	1	-0.22721	-1.111	0.10251	0.45088	0.26658	1	0.15783	0.77457	0.26769	0.69461	0.43859	0.9992
GLTSCR2_P1P2	5	0.086526	0.40711	0.69766	0.93789	0.68393	0.99959	-0.042573	-0.19989	0.77447	0.96579	0.84156	0.99985	-0.42889	-1.984	0.042449	0.3296	0.047257	0.43785	-0.14372	-0.65718	0.29281	0.72211	0.51107	0.99956	-0.15246	-0.71365	0.30956	0.725	0.47544	0.99993	-0.14982	-0.70397	0.27173	0.67371	0.48145	1	-0.14731	-0.68652	0.27	0.67408	0.49239	1	-0.35409	-1.6507	0.017615	0.15174	0.098791	0.9992
CASP4_P1	5	-0.11978	-0.65154	0.39474	0.82961	0.5147	0.99959	-0.32822	-1.7809	0.02801	0.22824	0.074926	0.99985	-0.47313	-2.5522	0.026855	0.26197	0.010705	0.2539	-0.25284	-1.3522	0.076234	0.4224	0.1763	0.99956	-0.29595	-1.6058	0.057753	0.35315	0.10833	0.99993	-0.063376	-0.34563	0.65983	0.9251	0.72962	1	-0.025921	-0.1408	0.81894	0.96793	0.88803	1	0.0087736	0.047808	0.9639	0.99821	0.96187	0.9992
ZFP41_P1P2	5	0.03549	0.22807	0.9382	0.98761	0.81959	0.99959	0.003296	0.021181	0.98527	0.99884	0.9831	0.99985	0.096569	0.62016	0.76119	0.97414	0.53515	0.91891	0.088799	0.56753	0.57494	0.88929	0.57035	0.99956	-0.093009	-0.5973	0.54346	0.84446	0.5503	0.99993	-0.024673	-0.15863	0.87785	0.9753	0.87396	1	-0.091834	-0.58912	0.48051	0.82417	0.55578	1	0.057693	0.37083	0.69651	0.92522	0.71076	0.9992
SMO_P1P2	5	-0.090655	-0.54147	0.49379	0.87045	0.58818	0.99959	-0.020135	-0.1204	0.89113	0.98437	0.90416	0.99985	0.28517	1.7068	0.24199	0.72434	0.087857	0.53783	-0.06619	-0.38995	0.60295	0.89312	0.69657	0.99956	-0.086168	-0.51464	0.58244	0.87075	0.6068	0.99993	0.12797	0.76755	0.33699	0.72983	0.44276	1	0.11308	0.67544	0.40485	0.773	0.4994	1	0.077745	0.46538	0.58591	0.88304	0.64166	0.9992
ZNF516_P1P2	5	-0.12304	-0.4864	0.38031	0.81762	0.62668	0.99959	-0.16107	-0.63657	0.26595	0.69562	0.52441	0.99985	-0.19041	-0.74801	0.3009	0.77071	0.45446	0.89753	-0.18997	-0.73173	0.17759	0.61485	0.46433	0.99956	-0.1851	-0.73057	0.21715	0.62802	0.46504	0.99993	-0.35567	-1.404	0.010107	0.10802	0.16031	1	0.03463	0.13677	0.81923	0.96793	0.89121	1	-0.34053	-1.34	0.021946	0.18009	0.18023	0.9992
ZNF549_P1P2	5	-0.018069	-0.085837	0.79613	0.95729	0.9316	0.99959	0.00082292	0.0039127	0.99625	0.99884	0.99688	0.99985	-0.064464	-0.30466	0.65001	0.94027	0.76063	0.97136	0.12016	0.56154	0.43373	0.8326	0.57443	0.99956	-0.16547	-0.78352	0.26624	0.68601	0.43332	0.99993	0.11245	0.53723	0.39879	0.77367	0.59111	1	0.13382	0.63509	0.32284	0.71483	0.52537	1	0.31951	1.528	0.022813	0.18329	0.12652	0.9992
TFAP4_P1P2	5	-0.13512	-0.70511	0.33988	0.78362	0.48074	0.99959	0.18762	0.98006	0.23852	0.66694	0.32706	0.99985	0.26917	1.4055	0.27115	0.75178	0.15986	0.67342	-0.22195	-1.1527	0.11839	0.51965	0.24902	0.99956	0.10009	0.52266	0.46087	0.80762	0.60121	0.99993	-0.34493	-1.7997	0.013283	0.13609	0.071901	1	-0.17937	-0.93518	0.19174	0.61284	0.3497	1	-0.0077149	-0.040279	0.94744	0.99821	0.96787	0.9992
IL10_P2	5	0.30643	1.3887	0.08201	0.44548	0.16493	0.99092	-0.064746	-0.29331	0.65521	0.92011	0.76929	0.99985	0.34774	1.5756	0.1389	0.57882	0.11511	0.59961	-0.074862	-0.33851	0.56454	0.88538	0.73498	0.99956	0.28633	1.2976	0.045048	0.31452	0.19444	0.99993	-0.10629	-0.48156	0.44412	0.81075	0.63012	1	0.16288	0.73787	0.24054	0.65456	0.46059	1	0.048098	0.21792	0.74473	0.93682	0.82749	0.9992
KMT2B_P2	5	0.058061	0.38961	0.82934	0.96687	0.69682	0.99959	-0.1936	-1.2959	0.18308	0.61553	0.19502	0.99985	-0.02085	-0.13947	0.80768	0.98244	0.88908	0.99018	-0.17354	-1.1484	0.21571	0.66342	0.25079	0.99956	0.051716	0.34698	0.67889	0.90948	0.72861	0.99993	-0.011911	-0.080008	0.94889	0.98917	0.93623	1	-0.032754	-0.21908	0.77765	0.94924	0.82659	1	-0.29173	-1.9503	0.049668	0.30551	0.051135	0.9992
PCBP2_P1	5	-0.13733	-0.78664	0.33381	0.77882	0.43149	0.99959	-0.36916	-2.1138	0.01415	0.15361	0.034529	0.99985	-0.14326	-0.82032	0.41582	0.85284	0.41203	0.882	-0.28697	-1.6398	0.047069	0.341	0.10105	0.99956	-0.00015518	-0.00088901	0.96102	0.99113	0.99929	0.99993	-0.26323	-1.5078	0.053999	0.31115	0.1316	1	0.019063	0.10918	0.91452	0.98912	0.91306	1	-0.34905	-1.9987	0.018481	0.15648	0.045636	0.9992
CDX2_P1P2	5	-6.2393e-05	-0.00019893	0.88392	0.97522	0.99984	1	-0.097778	-0.31146	0.48946	0.84704	0.75545	0.99985	0.21022	0.67035	0.40803	0.84916	0.50264	0.91763	0.053096	0.1677	0.76003	0.9557	0.86682	0.99956	0.18079	0.5777	0.18741	0.60648	0.56347	0.99993	-0.13695	-0.43682	0.31938	0.71772	0.66224	1	0.13574	0.43242	0.31562	0.70607	0.66543	1	-0.16117	-0.51297	0.26682	0.69444	0.60798	0.9992
HIST1H4I_ENST00000354348.2	5	0.13047	0.69297	0.50996	0.87401	0.48833	0.99959	-0.078352	-0.41608	0.58995	0.89957	0.67735	0.99985	0.043351	0.23019	0.95495	0.99339	0.81795	0.98046	0.15118	0.80198	0.31967	0.74614	0.42256	0.99956	-0.03738	-0.19851	0.83252	0.96196	0.84265	0.99993	-0.12479	-0.66273	0.36645	0.75341	0.5075	1	-0.074445	-0.39523	0.56569	0.87377	0.69267	1	-0.048433	-0.25721	0.72365	0.92987	0.79702	0.9992
AIM2_P1P2	5	-0.17209	-0.57181	0.24516	0.69533	0.56745	0.99959	-0.28647	-0.95031	0.053422	0.33036	0.34195	0.99985	-0.046497	-0.15428	0.71845	0.96302	0.87739	0.99018	0.076174	0.25001	0.63586	0.9089	0.80258	0.99956	0.2272	0.75994	0.10627	0.46641	0.44729	0.99993	-0.18063	-0.60188	0.18106	0.57156	0.54725	1	-0.0853	-0.28284	0.50881	0.84025	0.7773	1	-0.1165	-0.38763	0.41871	0.80712	0.69829	0.9992
ZMYND8_P1P2	5	0.12063	0.78482	0.54952	0.88341	0.43256	0.99959	-0.0054825	-0.035654	0.96564	0.99259	0.97156	0.99985	-0.14311	-0.92884	0.41669	0.85284	0.35297	0.85003	0.30041	1.9465	0.050534	0.36008	0.0516	0.99956	0.13583	0.88374	0.31764	0.73064	0.37684	0.99993	0.14734	0.95935	0.27577	0.67371	0.33738	1	0.032213	0.20929	0.83685	0.97412	0.83423	1	0.05952	0.38718	0.68611	0.9195	0.69863	0.9992
HOXA5_P1P2	5	-0.0085076	-0.056602	0.8432	0.97056	0.95486	0.99959	-0.26723	-1.7763	0.06786	0.38065	0.075685	0.99985	-0.41712	-2.7672	0.046491	0.34624	0.0056544	0.1887	-0.2635	-1.7411	0.066705	0.40587	0.081659	0.99956	-0.10483	-0.69715	0.48686	0.82079	0.48571	0.99993	-0.035152	-0.23398	0.81375	0.96295	0.815	1	0.0074729	0.049683	0.98036	0.99443	0.96037	1	-0.07139	-0.47489	0.60814	0.88823	0.63486	0.9992
E2F1_P1P2	5	-0.0211	-0.14775	0.78314	0.95426	0.88254	0.99959	-0.024993	-0.17502	0.87063	0.97921	0.86106	0.99985	0.24441	1.7117	0.32198	0.79473	0.086945	0.53783	0.137	0.95643	0.36847	0.78466	0.33885	0.99956	0.050634	0.35461	0.68467	0.91107	0.72288	0.99993	0.069726	0.48855	0.59197	0.89956	0.62516	1	-0.031609	-0.22119	0.78573	0.95445	0.82495	1	-0.23419	-1.6389	0.11002	0.45683	0.10124	0.9992
KPNA1_P2	5	-0.15191	-1.0773	0.29339	0.74161	0.28133	0.99092	-0.33276	-2.3578	0.025989	0.21845	0.018385	0.99985	-0.38502	-2.7229	0.064395	0.41068	0.0064706	0.2014	-0.047172	-0.33266	0.69535	0.93547	0.73939	0.99956	0.048172	0.34196	0.69477	0.91587	0.73238	0.99993	-0.18805	-1.3346	0.16315	0.54493	0.18202	1	-0.092493	-0.65543	0.47791	0.82347	0.51219	1	-0.058374	-0.41423	0.66994	0.91202	0.6787	0.9992
HIVEP3_ENST00000247584.5,ENST00000429157.2	5	0.19096	1.1134	0.29974	0.74892	0.26552	0.99092	-0.015342	-0.08938	0.91481	0.98754	0.92878	0.99985	-0.038802	-0.22574	0.74415	0.96916	0.8214	0.98211	0.018636	0.10792	0.94485	0.98767	0.91406	0.99956	-0.062918	-0.36639	0.6991	0.91711	0.71407	0.99993	-0.01778	-0.10365	0.91684	0.98329	0.91745	1	-0.27393	-1.5912	0.054288	0.31863	0.11157	1	-0.16203	-0.94322	0.26307	0.68953	0.34557	0.9992
CHD1_P1P2	5	-0.050328	-0.33472	0.65463	0.92229	0.73784	0.99959	-0.15381	-1.0223	0.28732	0.72206	0.30666	0.99985	-0.0483	-0.32065	0.7095	0.96277	0.74847	0.97136	-0.12895	-0.84889	0.34796	0.77095	0.39594	0.99956	0.0062922	0.041866	0.92608	0.98824	0.96661	0.99993	0.16275	1.0856	0.2313	0.63471	0.27764	1	0.0078103	0.051878	0.97863	0.99355	0.95863	1	0.15641	1.0422	0.27115	0.69814	0.29733	0.9992
FEZF2_P1P2	5	-0.16508	-1.0522	0.25902	0.70519	0.2927	0.99092	-0.1428	-0.91031	0.32313	0.75406	0.36266	0.99985	-0.040938	-0.26089	0.73607	0.96705	0.79418	0.97632	-0.12991	-0.82529	0.34392	0.76755	0.40921	0.99956	-0.18434	-1.1749	0.22062	0.63193	0.24004	0.99993	0.033066	0.21094	0.79151	0.95812	0.83293	1	0.028255	0.1801	0.85793	0.98085	0.85708	1	-0.17858	-1.1383	0.216	0.63016	0.25498	0.9992
ZBTB38_P2	5	0.34948	0.80676	0.042738	0.30266	0.4198	0.99959	-0.18569	-0.42399	0.20214	0.63521	0.67157	0.99985	0.22633	0.51894	0.36789	0.81772	0.6038	0.93513	0.092496	0.2081	0.55761	0.88294	0.83515	0.99956	0.017013	0.038993	0.8663	0.97434	0.9689	0.99993	-0.04776	-0.10973	0.74675	0.95428	0.91262	1	0.069497	0.1588	0.61738	0.89794	0.87383	1	0.11095	0.25497	0.44268	0.82164	0.79875	0.9992
PRDM2_ENST00000235372.7,ENST00000311066.5	5	-0.037921	-0.2782	0.70806	0.93864	0.78086	0.99959	-0.23306	-1.7069	0.11377	0.48762	0.087836	0.99985	-0.024704	-0.1809	0.78949	0.97643	0.85645	0.98698	-0.087797	-0.63753	0.49841	0.84484	0.52378	0.99956	-0.15078	-1.1049	0.31562	0.73031	0.26922	0.99993	0.024004	0.17647	0.83771	0.97057	0.85992	1	-0.024194	-0.17716	0.83252	0.9727	0.85938	1	0.3554	2.6167	0.0089518	0.084932	0.008879	0.72886
